pairId	DepthList	WidthList	Sent1SelfNum	Sent2SelfNum	InterSectNum
9096	1|1|1|4|4|4|4|4|4|4|4|4|4|4|4|3|3|3|3|2|2|2|2|2|2|2|2|4|4|4|4|4|4|4|4|4|4|4|4|3|3|3|3|2|2|2|2|1|1|1|1|1|1|1|3|3|3|2|1|1|3|3|3|2|1|2|2|2|1	2|1|1|5|4|4|3|4|3|3|2|4|3|3|2|4|3|3|2|4|3|3|2|3|2|2|1|4|3|3|2|3|2|2|1|3|2|2|1|3|2|2|1|3|2|2|1|3|2|2|1|2|1|1|3|2|2|2|2|1|2|1|1|1|1|2|1|1|1	295.0	180.0	69.0
9097	1|1|1|1|1|1|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|2|2|2|3|3|3|2|2|2|3|3|3|2|2|2|3|3|3|2|2|2|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|2|2|2|3|3|3|2|2|2|3|3|3|2|1|1|3|3|3|2|1|1|3|3|3|2|1|1|3|3|3|2|1|3|3|3|2|1|1|3|3|3|2|1|2|2|2|1|2|2|2|1	2|1|1|2|1|1|6|5|5|5|5|4|5|4|4|4|4|3|5|4|4|4|4|3|4|3|3|3|3|2|5|4|4|4|4|3|4|3|3|3|3|2|5|4|4|4|4|3|4|3|3|3|3|2|5|4|4|4|4|3|4|3|3|3|3|2|4|3|3|3|3|2|3|2|2|2|2|1|5|4|4|4|4|3|4|3|3|3|3|2|4|3|3|3|3|2|3|2|2|2|2|1|4|3|3|3|3|2|3|2|2|2|2|1|4|3|3|3|3|2|3|2|2|2|2|1|4|3|3|3|3|2|3|2|2|2|2|1|4|3|3|3|3|2|3|2|2|2|2|1|3|2|2|2|2|1|2|1|1|1|1|3|2|2|2|2|1|2|1|1|1|1|2|1|1|1|2|1|1|1	336.0	180.0	180.0
9098	1	1	295.0	735.0	1.0
9099	1	1	336.0	735.0	1.0
9101	1	1	735.0	180.0	1.0
9103	2|1|1|8|7|6|5|4|4|8|7|6|5|4|3|2|2|8|7|6|5|4|4|8|7|6|5|4|3|2|1|6|5|4|3|2|2|6|5|4|3|2|1|7|6|5|4|3|3|7|6|5|4|3|2|1|1|7|6|5|4|3|3|7|6|5|4|3|2|1|3|2|1|4|3|2|1|5|4|3|2|1|1|5|4|3|2|1|1|1|1|1|1|1|1	1|1|1|3|3|3|3|3|2|2|2|2|2|2|2|2|1|2|2|2|2|2|1|1|1|1|1|1|1|1|1|2|2|2|2|2|1|1|1|1|1|1|1|3|3|3|3|3|2|2|2|2|2|2|2|2|1|2|2|2|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|2|2|2|2|1|1|1|1|1|1|3|2|2|1|2|1|1	634.0	634.0	95.0
9106	2|1|1|2|1|1|1|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|5|6|6|6|6|6|6|5|5|5|5|5|5|4|4|4|4|4|4|3|3|3|3|3|3|2|2|2|2|2|2|2|2|2|2|2|2|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|5|6|6|6|6|6|6|5|5|5|5|5|5|4|4|4|4|4|4|3|3|3|3|3|3|2|2|2|2|2|2|2|1|1|2|1|1|2|1|1|2|1|5|4|4|5|4|3|2|1|1|5|4|4|5|4|3|2|1|4|3|3|4|3|2|1|3|2|2|3|2|1	2|2|1|1|1|1|1|5|5|4|4|4|3|5|5|4|4|4|3|4|4|3|3|3|2|4|4|3|3|3|2|4|4|3|3|3|2|4|4|3|3|3|2|4|4|3|3|3|2|4|4|3|3|3|2|3|3|2|2|2|1|4|4|3|3|3|2|4|4|3|3|3|2|3|3|2|2|2|1|3|3|2|2|2|1|3|3|2|2|2|1|3|3|2|2|2|1|3|3|2|2|2|1|3|3|2|2|2|1|3|3|2|2|2|1|2|2|1|1|1|3|3|2|2|2|2|2|2|1|2|2|1|1|1|1|1|1|2|2|1|1|1|1|1|2|2|1|1|1|1	150.0	264.0	150.0
9108	1	1	634.0	264.0	1.0
9109	1	1	150.0	634.0	1.0
9110	1	1	150.0	1174.0	1.0
9113	2|1|1|1|4|3|2|2|2|4|3|2|2|2|4|3|2|1|1|4|3|2|1|1|4|3|2|1|1|4|3|2|1|3|2|1	1|1|1|1|3|3|3|3|2|2|2|2|2|1|3|3|3|3|2|2|2|2|2|1|2|2|2|2|1|1|1|1|1|1|1|1	36.0	66.0	36.0
9117	1	1	693.0	36.0	1.0
9126			403.0	547.0	0.0
9127			547.0	403.0	0.0
9129			403.0	547.0	0.0
9131	1|3|2|1|1|3|2|1|2|1|1|1|5|5|5|5|5|5|4|4|4|4|4|4|3|3|3|3|3|3|3|3|3|3|3|3|5|5|5|5|5|5|4|4|4|4|4|4|3|3|3|3|3|3|2|2|2|2|2|2|2|1|1|2|1|1|2|1|1|2|1|1|5|5|5|5|5|5|4|4|4|4|4|4|3|3|3|3|3|3|3|3|3|3|3|3|5|5|5|5|5|5|4|4|4|4|4|4|3|3|3|3|3|3|2|2|2|2|2|2|2|1|1|2|1|1|2|1|1|2|1|1|5|5|5|5|5|5|4|4|4|4|4|4|3|3|3|3|3|3|3|3|3|3|3|3|5|5|5|5|5|5|4|4|4|4|4|4|3|3|3|3|3|3|2|2|2|2|2|2|2|1|1|2|1|1|2|1|1|2|1|1|5|5|5|5|5|5|4|4|4|4|4|4|3|3|3|3|3|3|3|3|3|3|3|3|5|5|5|5|5|5|4|4|4|4|4|4|3|3|3|3|3|3|2|2|2|2|2|2|2|1|1|2|1|1|2|1|1|2|1|4|3|2|2|4|3|2|1	1|2|2|2|1|1|1|1|1|1|1|1|6|6|5|5|5|4|6|6|5|5|5|4|6|6|5|5|5|4|5|5|4|4|4|3|5|5|4|4|4|3|5|5|4|4|4|3|5|5|4|4|4|3|5|5|4|4|4|3|5|5|4|4|4|3|4|4|3|3|3|2|5|5|4|4|4|3|5|5|4|4|4|3|5|5|4|4|4|3|4|4|3|3|3|2|4|4|3|3|3|2|4|4|3|3|3|2|4|4|3|3|3|2|4|4|3|3|3|2|4|4|3|3|3|2|3|3|2|2|2|1|5|5|4|4|4|3|5|5|4|4|4|3|5|5|4|4|4|3|4|4|3|3|3|2|4|4|3|3|3|2|4|4|3|3|3|2|4|4|3|3|3|2|4|4|3|3|3|2|4|4|3|3|3|2|3|3|2|2|2|1|4|4|3|3|3|2|4|4|3|3|3|2|4|4|3|3|3|2|3|3|2|2|2|1|3|3|2|2|2|1|3|3|2|2|2|1|3|3|2|2|2|1|3|3|2|2|2|1|3|3|2|2|2|1|2|2|1|1|1|2|2|2|1|1|1|1|1	864.0	2899.0	259.0
9133	1|1|1|3|2|1|1|3|2|1|1|2|1|2|2|2|1	2|1|1|2|2|2|1|1|1|1|1|1|1|2|1|1|1	124.0	124.0	17.0
9134	1|1|1|2|2|2|2|1|1|1|1|1|1|1	1|1|1|3|2|2|1|3|2|2|1|2|1|1	864.0	247.0	14.0
9137	1|1|1|1|1|1|1|1|1	3|2|2|1|2|1|1|1|1	2899.0	124.0	9.0
9139	1|2|1|1|2|1|1|2|1|1|2|1|1|2|1|1|2|1|1|2|1|1|2|1	1|4|4|3|3|3|2|3|3|2|2|2|1|3|3|2|2|2|1|2|2|1|1|1	37.0	37.0	24.0
9140	1|2|1|1|2|1	1|2|2|1|1|1	37.0	48.0	6.0
9141	1|2|2|2|2|1|1|1|1|1|1|1	1|3|2|2|1|3|2|2|1|2|1|1	90.0	63.0	12.0
9142	2|1|1|2|1|1|1|3|2|2|3|2|2|2|3|2|2|3|2|2|2|3|2|2|3|2|2|2|3|2|2|3|2|2|2|3|2|2|3|2|1|1|3|2|2|3|2|1|1|3|2|2|3|2|1|1|3|2|2|3|2|1|1|3|2|2|3|2|1|1|3|2|2|3|2|1|1|3|2|2|3|2|1|1|3|2|2|3|2|1	2|2|1|1|1|1|1|5|5|4|4|4|4|3|4|4|3|3|3|3|2|4|4|3|3|3|3|2|3|3|2|2|2|2|1|5|5|4|4|4|4|3|4|4|3|3|3|3|2|4|4|3|3|3|3|2|3|3|2|2|2|2|1|4|4|3|3|3|3|2|3|3|2|2|2|2|1|3|3|2|2|2|2|1|2|2|1|1|1|1	174.0	90.0	90.0
9146	1|1|1	2|1|1	48.0	90.0	3.0
9147	1|1|1|1|1|1|1|1|1|1|1|1|1|1|1	4|3|3|2|3|2|2|1|3|2|2|1|2|1|1	90.0	37.0	15.0
9148	1|1|1|1|2|2|2|1|1|2|2|2|1	2|1|1|1|3|2|2|2|1|2|1|1|1	675.0	409.0	13.0
9150	1|1|1|1|1|1|2|2|2|1|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|1|1|2|1|1|2|1|1|2|1|1|2|2|2|2|2|2|2|1|1|2|1|1|2|1|1|2|1|1|2|2|2|2|2|2|2|1|1|2|1|1|2|1|1|2|1|1|2|2|2|2|2|2|2|1|1|2|1|1|2|1|1|2|1|1|1|4|4|4|3|2|2|4|4|4|3|2|2|4|4|4|3|2|2|4|4|4|3|2|1|1|4|4|4|3|2|2|4|4|4|3|2|2|4|4|4|3|2|2|4|4|4|3|2|1|3|3|3|2|1|1|3|3|3|2|1|2|2|2|1|3|3|3|2|1|1|3|3|3|2|1|1|3|3|3|2|1|1|3|3|3|2|1	2|1|1|2|1|1|2|1|1|1|7|7|6|6|6|5|7|7|6|6|6|5|6|6|5|5|5|4|6|6|5|5|5|4|6|6|5|5|5|4|5|5|4|4|4|3|6|6|5|5|5|4|6|6|5|5|5|4|5|5|4|4|4|3|5|5|4|4|4|3|5|5|4|4|4|3|4|4|3|3|3|2|6|6|5|5|5|4|6|6|5|5|5|4|5|5|4|4|4|3|5|5|4|4|4|3|5|5|4|4|4|3|4|4|3|3|3|2|6|6|5|5|5|4|6|6|5|5|5|4|5|5|4|4|4|3|5|5|4|4|4|3|5|5|4|4|4|3|4|4|3|3|3|2|6|6|5|5|5|4|6|6|5|5|5|4|5|5|4|4|4|3|5|5|4|4|4|3|5|5|4|4|4|3|4|4|3|3|3|2|5|5|4|4|4|3|5|5|4|4|4|3|4|4|3|3|3|2|4|4|3|3|3|2|4|4|3|3|3|2|3|3|2|2|2|1|6|6|5|5|5|4|6|6|5|5|5|4|5|5|4|4|4|3|5|5|4|4|4|3|5|5|4|4|4|3|4|4|3|3|3|2|5|5|4|4|4|3|5|5|4|4|4|3|4|4|3|3|3|2|4|4|3|3|3|2|4|4|3|3|3|2|3|3|2|2|2|1|5|5|4|4|4|3|5|5|4|4|4|3|4|4|3|3|3|2|4|4|3|3|3|2|4|4|3|3|3|2|3|3|2|2|2|1|5|5|4|4|4|3|5|5|4|4|4|3|4|4|3|3|3|2|4|4|3|3|3|2|4|4|3|3|3|2|3|3|2|2|2|1|5|5|4|4|4|3|5|5|4|4|4|3|4|4|3|3|3|2|4|4|3|3|3|2|4|4|3|3|3|2|3|3|2|2|2|1|5|5|4|4|4|3|5|5|4|4|4|3|4|4|3|3|3|2|4|4|3|3|3|2|4|4|3|3|3|2|3|3|2|2|2|1|4|4|3|3|3|2|4|4|3|3|3|2|3|3|2|2|2|1|3|3|2|2|2|1|3|3|2|2|2|1|2|2|1|1|1|1|1|5|4|4|4|4|3|4|3|3|3|3|2|4|3|3|3|3|2|3|2|2|2|2|2|1|4|3|3|3|3|2|3|2|2|2|2|1|3|2|2|2|2|1|2|1|1|1|1|1|3|2|2|2|2|1|2|1|1|1|1|2|1|1|1|4|3|3|3|3|2|3|2|2|2|2|1|3|2|2|2|2|1|2|1|1|1|1	17361.0	16630.0	566.0
9153	1|1|1	2|1|1	675.0	17361.0	3.0
9155	1|1|1	2|1|1	17361.0	675.0	3.0
9156	1|1|1	2|1|1	675.0	17361.0	3.0
9159	4|3|2|2|4|3|2|1|3|2|1|1|3|2|1|1|2|1|5|4|3|3|5|4|3|2|1|1|5|4|3|3|5|4|3|2|1|1|5|4|3|3|5|4|3|2|1|1|5|4|3|3|5|4|3|2|1|1|5|4|3|3|5|4|3|2|1|1|5|4|3|3|5|4|3|2|1|1|5|4|3|3|5|4|3|2|1|1|5|4|3|3|5|4|3|2|1	2|2|2|1|1|1|1|1|2|2|2|1|1|1|1|1|1|1|5|5|5|4|4|4|4|4|4|3|4|4|4|3|3|3|3|3|3|2|4|4|4|3|3|3|3|3|3|2|3|3|3|2|2|2|2|2|2|1|4|4|4|3|3|3|3|3|3|2|3|3|3|2|2|2|2|2|2|1|3|3|3|2|2|2|2|2|2|1|2|2|2|1|1|1|1|1|1	138.0	138.0	97.0
9160	4|3|2|2|4|3|2|1|3|2|1|1|3|2|1|1|2|1|5|4|3|3|5|4|3|2|1|1|5|4|3|3|5|4|3|2|1|1|5|4|3|3|5|4|3|2|1|1|5|4|3|3|5|4|3|2|1	2|2|2|1|1|1|1|1|2|2|2|1|1|1|1|1|1|1|4|4|4|3|3|3|3|3|3|2|3|3|3|2|2|2|2|2|2|1|3|3|3|2|2|2|2|2|2|1|2|2|2|1|1|1|1|1|1	138.0	138.0	57.0
9161	1|2|1	1|1|1	171.0	138.0	3.0
9167	3|2|1|1|3|2|1|2|1|1|1|1|1	2|2|2|1|1|1|1|1|1|1|2|1|1	102.0	102.0	13.0
9171	1	1	102.0	226.0	1.0
9172	2|1|1|1	1|1|1|1	102.0	226.0	4.0
9177	1|1|1|3|3|3|2|1|1|3|3|3|2|1|1|3|3|3|2|1|1|3|3|3|2|1|2|2|2|1	2|1|1|4|3|3|3|3|2|3|2|2|2|2|1|3|2|2|2|2|1|2|1|1|1|1|2|1|1|1	232.0	532.0	30.0
9181			232.0	6.0	0.0
9183	1|1|1	2|1|1	232.0	6.0	3.0
9184	1	1	79.0	33.0	1.0
9185	1|2|1|1|2|1	1|2|2|1|1|1	33.0	33.0	6.0
9186	1|1|1|1|2|2|2|1|1|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|2|2|2|3|3|3|2|2|2|3|3|3|2|2|2|3|3|3|2|2|2|3|3|3|2|2|2|3|3|3|2|2|2|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|2|2|2|3|3|3|2|2|2|3|3|3|2|2|2|3|3|3|2|2|2|3|3|3|2|2|2|3|3|3|2|2|2|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|2|2|2|3|3|3|2|2|2|3|3|3|2|1|1|3|3|3|2|1|1|3|3|3|2|1|1|3|3|3|2|1|1|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|2|2|2|3|3|3|2|2|2|3|3|3|2|1|1|3|3|3|2|1|1|3|3|3|2|1|1|3|3|3|2|1|1|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|2|2|2|3|3|3|2|2|2|3|3|3|2|1|1|3|3|3|2|1|1|3|3|3|2|1|1|3|3|3|2|1|1|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|2|2|2|3|3|3|2|2|2|3|3|3|2|1|1|3|3|3|2|1|1|3|3|3|2|1|1|3|3|3|2|1|2|1	2|1|1|1|2|1|1|1|1|6|5|5|5|5|4|5|4|4|4|4|3|6|5|5|5|5|4|5|4|4|4|4|3|6|5|5|5|5|4|5|4|4|4|4|3|5|4|4|4|4|3|4|3|3|3|3|2|5|4|4|4|4|3|4|3|3|3|3|2|5|4|4|4|4|3|4|3|3|3|3|2|5|4|4|4|4|3|4|3|3|3|3|2|4|3|3|3|3|2|3|2|2|2|2|1|6|5|5|5|5|4|5|4|4|4|4|3|6|5|5|5|5|4|5|4|4|4|4|3|6|5|5|5|5|4|5|4|4|4|4|3|5|4|4|4|4|3|4|3|3|3|3|2|5|4|4|4|4|3|4|3|3|3|3|2|5|4|4|4|4|3|4|3|3|3|3|2|5|4|4|4|4|3|4|3|3|3|3|2|4|3|3|3|3|2|3|2|2|2|2|1|5|4|4|4|4|3|4|3|3|3|3|2|5|4|4|4|4|3|4|3|3|3|3|2|5|4|4|4|4|3|4|3|3|3|3|2|4|3|3|3|3|2|3|2|2|2|2|1|4|3|3|3|3|2|3|2|2|2|2|1|4|3|3|3|3|2|3|2|2|2|2|1|4|3|3|3|3|2|3|2|2|2|2|1|3|2|2|2|2|1|2|1|1|1|1|1|1	498.0	298.0	298.0
9187	1|1|1|1|2|2|2|1|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|2|2|2|3|3|3|2|2|2|3|3|3|2|1|1|3|3|3|2|1|1|3|3|3|2|1|1|3|3|3|2|1|2|1	2|1|1|1|2|1|1|1|4|3|3|3|3|2|3|2|2|2|2|1|4|3|3|3|3|2|3|2|2|2|2|1|4|3|3|3|3|2|3|2|2|2|2|1|3|2|2|2|2|1|2|1|1|1|1|1|1	351.0	298.0	57.0
9189	1	1	351.0	33.0	1.0
9192	1|1	1|1	33.0	298.0	2.0
9193	3|2|1|1|3|2|1|2|1|1|6|6|5|5|5|5|6|6|5|5|4|4|4|4|4|4|4|4|4|4|6|6|5|5|5|5|6|6|5|5|4|4|4|4|4|4|4|4|4|4|6|6|5|5|5|5|6|6|5|5|4|4|3|3|3|3|3|3|3|3|6|6|5|5|5|5|6|6|5|5|4|4|3|3|3|3|3|3|3|3|6|6|5|5|5|5|6|6|5|5|4|4|3|3|2|2|2|2|2|2|6|6|5|5|5|5|6|6|5|5|4|4|3|3|2|2|2|2|2|2|6|6|5|5|5|5|6|6|5|5|4|4|3|3|2|2|2|2|2|2|6|6|5|5|5|5|6|6|5|5|4|4|3|3|2|2|2|2|2|2|6|6|5|5|5|5|6|6|5|5|4|4|4|4|4|4|4|4|4|4|6|6|5|5|5|5|6|6|5|5|4|4|4|4|4|4|4|4|4|4|6|6|5|5|5|5|6|6|5|5|4|4|3|3|3|3|3|3|3|3|6|6|5|5|5|5|6|6|5|5|4|4|3|3|3|3|3|3|3|3|6|6|5|5|5|5|6|6|5|5|4|4|3|3|2|2|2|2|2|2|6|6|5|5|5|5|6|6|5|5|4|4|3|3|2|2|2|2|2|2|6|6|5|5|5|5|6|6|5|5|4|4|3|3|2|2|1|1|1|1|6|6|5|5|5|5|6|6|5|5|4|4|3|3|2|2|1|1|1|1|6|6|5|5|5|5|6|6|5|5|4|4|3|3|2|2|1|1|1|1|6|6|5|5|5|5|6|6|5|5|4|4|3|3|2|2|1|1|1|5|4|4|5|4|3|2|1|3|2|2|3|2|1|4|3|3|4|3|2|1|1|2|1|1|2|1	2|2|2|1|1|1|1|1|1|1|6|5|6|5|5|4|5|4|5|4|5|4|5|4|5|4|5|4|4|3|5|4|5|4|4|3|4|3|4|3|4|3|4|3|4|3|4|3|3|2|6|5|6|5|5|4|5|4|5|4|5|4|5|4|5|4|5|4|4|3|5|4|5|4|4|3|4|3|4|3|4|3|4|3|4|3|4|3|3|2|6|5|6|5|5|4|5|4|5|4|5|4|5|4|5|4|5|4|4|3|5|4|5|4|4|3|4|3|4|3|4|3|4|3|4|3|4|3|3|2|5|4|5|4|4|3|4|3|4|3|4|3|4|3|4|3|4|3|3|2|4|3|4|3|3|2|3|2|3|2|3|2|3|2|3|2|3|2|2|1|5|4|5|4|4|3|4|3|4|3|4|3|4|3|4|3|4|3|3|2|4|3|4|3|3|2|3|2|3|2|3|2|3|2|3|2|3|2|2|1|5|4|5|4|4|3|4|3|4|3|4|3|4|3|4|3|4|3|3|2|4|3|4|3|3|2|3|2|3|2|3|2|3|2|3|2|3|2|2|1|5|4|5|4|4|3|4|3|4|3|4|3|4|3|4|3|4|3|3|2|4|3|4|3|3|2|3|2|3|2|3|2|3|2|3|2|3|2|2|1|5|4|5|4|4|3|4|3|4|3|4|3|4|3|4|3|4|3|3|2|4|3|4|3|3|2|3|2|3|2|3|2|3|2|3|2|3|2|2|1|4|3|4|3|3|2|3|2|3|2|3|2|3|2|3|2|3|2|2|1|3|2|3|2|2|1|2|1|2|1|2|1|2|1|2|1|2|1|1|2|2|1|1|1|1|1|1|2|2|1|1|1|1|2|2|1|1|1|1|1|1|2|2|1|1|1	1854.0	1488.0	396.0
9194	2|1|1|3|2|2|3|2|1|1|2|1|1|2|1|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|3|3|4|3|3|3|3|4|3|3|4|3|2|2|2|4|3|3|4|3|2|1|1|4|3|3|4|3|2|1|1|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|3|3|4|3|3|3|3|4|3|3|4|3|2|2|2|4|3|3|4|3|2|1|1|4|3|3|4|3|2|1|5|4|4|5|4|3|2|1|3|2|2|3|2|1|4|3|3|4|3|2|1|1|2|1|1|2|1	1|1|1|2|2|1|1|1|1|1|2|2|1|1|1|5|5|4|4|4|4|4|3|5|5|4|4|4|4|4|3|4|4|3|3|3|3|3|2|4|4|3|3|3|3|3|2|4|4|3|3|3|3|3|2|4|4|3|3|3|3|3|2|4|4|3|3|3|3|3|2|4|4|3|3|3|3|3|2|4|4|3|3|3|3|3|2|3|3|2|2|2|2|2|1|4|4|3|3|3|3|3|2|4|4|3|3|3|3|3|2|3|3|2|2|2|2|2|1|3|3|2|2|2|2|2|1|3|3|2|2|2|2|2|1|3|3|2|2|2|2|2|1|3|3|2|2|2|2|2|1|3|3|2|2|2|2|2|1|3|3|2|2|2|2|2|1|2|2|1|1|1|1|1|2|2|1|1|1|1|1|1|2|2|1|1|1|1|2|2|1|1|1|1|1|1|2|2|1|1|1	1488.0	1488.0	201.0
9196	1|2|1|3|2|1|1|3|2|1|1|4|3|3|3|4|3|3|3|3|4|3|3|3|4|3|3|3|3|4|3|2|2|4|3|2|2|2|4|3|2|2|4|3|2|2|2|4|3|2|2|4|3|2|1|1|4|3|2|2|4|3|2|1|1|4|3|2|2|4|3|2|1|1|4|3|2|2|4|3|2|1|1|4|3|3|3|4|3|3|3|3|4|3|3|3|4|3|3|3|3|4|3|2|2|4|3|2|2|2|4|3|2|2|4|3|2|2|2|4|3|2|2|4|3|2|1|1|4|3|2|2|4|3|2|1|1|4|3|2|2|4|3|2|1|1|4|3|2|2|4|3|2|1|1|4|3|3|3|4|3|3|3|3|4|3|3|3|4|3|3|3|3|4|3|2|2|4|3|2|2|2|4|3|2|2|4|3|2|2|2|4|3|2|2|4|3|2|1|1|4|3|2|2|4|3|2|1|1|4|3|2|2|4|3|2|1|1|4|3|2|2|4|3|2|1|1|4|3|3|3|4|3|3|3|3|4|3|3|3|4|3|3|3|3|4|3|2|2|4|3|2|2|2|4|3|2|2|4|3|2|2|2|4|3|2|2|4|3|2|1|1|4|3|2|2|4|3|2|1|1|4|3|2|2|4|3|2|1|1|4|3|2|2|4|3|2|1|2|1	1|1|1|2|2|2|1|1|1|1|1|6|6|6|5|5|5|5|5|4|5|5|5|4|4|4|4|4|3|6|6|6|5|5|5|5|5|4|5|5|5|4|4|4|4|4|3|6|6|6|5|5|5|5|5|4|5|5|5|4|4|4|4|4|3|5|5|5|4|4|4|4|4|3|4|4|4|3|3|3|3|3|2|5|5|5|4|4|4|4|4|3|4|4|4|3|3|3|3|3|2|5|5|5|4|4|4|4|4|3|4|4|4|3|3|3|3|3|2|5|5|5|4|4|4|4|4|3|4|4|4|3|3|3|3|3|2|4|4|4|3|3|3|3|3|2|3|3|3|2|2|2|2|2|1|5|5|5|4|4|4|4|4|3|4|4|4|3|3|3|3|3|2|5|5|5|4|4|4|4|4|3|4|4|4|3|3|3|3|3|2|5|5|5|4|4|4|4|4|3|4|4|4|3|3|3|3|3|2|4|4|4|3|3|3|3|3|2|3|3|3|2|2|2|2|2|1|4|4|4|3|3|3|3|3|2|3|3|3|2|2|2|2|2|1|4|4|4|3|3|3|3|3|2|3|3|3|2|2|2|2|2|1|4|4|4|3|3|3|3|3|2|3|3|3|2|2|2|2|2|1|3|3|3|2|2|2|2|2|1|2|2|2|1|1|1|1|1|1|1	445.0	445.0	300.0
9206			96.0	1108.0	0.0
9208			198.0	1994.0	0.0
9212	1|1|1|3|3|3|2|1|1|3|3|3|2|1|2|2|2|1|5|5|5|4|3|3|5|5|5|4|3|2|1|4|4|4|3|2|2|4|4|4|3|2|1	2|1|1|3|2|2|2|2|1|2|1|1|1|1|2|1|1|1|3|2|2|2|2|1|2|1|1|1|1|1|1|3|2|2|2|2|1|2|1|1|1|1|1	133.0	114.0	43.0
9213	3|2|2|2|3|2|2|2|3|2|1|1|3|2|1|1|3|2|1|1|3|2|1|2|1|1|1	3|3|3|2|2|2|2|1|3|3|3|2|2|2|2|1|2|2|2|1|1|1|1|1|1|1|1	84.0	45.0	27.0
9215			84.0	114.0	0.0
9222	1|2|2|2|2|1|1|1|1|1|1|1	1|3|2|2|1|3|2|2|1|2|1|1	27.0	27.0	12.0
9223	1|3|2|1|2|1	1|1|1|1|1|1	36.0	27.0	6.0
9230	2|1|1|2|1|1|2|1|1	2|2|1|1|1|1|1|1|1	64.0	64.0	9.0
9233	2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|1|1|2|1|1|2|1|1|2|1|1|1|1|1|1	4|4|3|3|3|2|3|3|2|2|2|1|3|3|2|2|2|1|3|3|2|2|2|1|2|2|1|1|1|1|2|1|1|1	229.0	64.0	34.0
9235	2|2|2|2|2|2|1|1|1|1|1|1|1	3|2|2|1|2|1|2|1|1|2|1|1|1	341.0	64.0	13.0
9236	1|2|1|1|2|1|1	1|2|2|1|1|1|1	64.0	341.0	7.0
